資料集識別碼,資料集名稱,服務分類,檔案格式,資料下載網址,編碼格式,資料集類型,資料集描述,主要欄位說明,提供機關,更新頻率,授權方式,相關網址,計費方式,提供機關聯絡人姓名,提供機關聯絡人電話,上架日期,詮釋資料更新時間,備註
40183,全球就業平等法治概況,求職及就業,CSV;JSON;WEBSERVICES,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020154-3bv;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020154-6Dl;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020154-1AU,UTF-8;UTF-8;UTF-8,b01,全球就業平等法治概況,國家/組織;機關單位;相關資訊,勞動部,每年,政府資料開放授權條款-第1版,,免費,"劉兆? 先生",02-85901217,"2016/11/25 08:00","2018/07/27 14:52","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40184,勞動市場概況企業資訊,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020155-ZNd;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020155-eHM;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020155-pul;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020155-b5Y,UTF-8;UTF-8;UTF-8;UTF-8,b01,國際勞動市場概況企業資訊,國家;主題;相關資訊,勞動部,每年,政府資料開放授權條款-第1版,,免費,"劉兆? 先生",02-85901217,"2016/11/25 08:00","2018/07/27 14:52","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40185,勞資關係動態資訊,求職及就業,CSV;JSON;WEBSERVICES,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020156-tul;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020156-I99;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020156-8tS,UTF-8;UTF-8;UTF-8,b01,國際勞資關係動態資訊,國家;組織/單位;相關資訊,勞動部,每年,政府資料開放授權條款-第1版,,免費,"劉兆? 先生",02-85901217,"2016/11/25 08:00","2018/07/27 14:52","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40186,各地方政府設置違反性別工作平等法申訴聯絡窗口,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020157-OVu;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020157-AU5;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020157-Mp1;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020157-nPh,UTF-8;UTF-8;UTF-8;UTF-8,b01,違反性別工作平等法申訴聯絡窗口,縣市別;單位;申訴專線電話;申訴之電子郵件信箱,勞動部,每年,政府資料開放授權條款-第1版,,免費,"劉兆? 先生",02-85901217,"2016/11/25 08:00","2018/07/27 14:52","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40187,勞動基準法洽詢管道,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020158-yWG;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020158-M6z;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020158-mgD;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020158-2ce,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞動基準法疑義詢問,各地勞工行政主管機關;地址;電話,勞動部,每年,政府資料開放授權條款-第1版,,免費,"徐名妤 小姐",02-85902727,"2016/11/25 08:00","2018/07/27 14:52","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40188,勞動基準法適用原則,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020159-9uy;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020159-DQ3;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020159-sF0;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020159-giR,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞動基準法適用行業別,分類;主題;資料提供單位;內容;文號,勞動部,每年,政府資料開放授權條款-第1版,,免費,"徐名妤 小姐",02-85902727,"2016/11/25 08:00","2018/07/27 14:52","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40189,勞動基準法相關假別表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020160-DaA;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020160-QT5;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020160-qtP;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020160-imi,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞動基準法相關假別表,假別;給假原則;法規依據,勞動部,每年,政府資料開放授權條款-第1版,,免費,"楊怡婷 小姐",02-85902730,"2016/11/25 08:00","2018/07/27 14:52","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40306,105年度技術生訓練職類,求學及進修,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17020000J-000050-dgM;https://apiservice.mol.gov.tw/OdService/download/A17020000J-000050-K1Q;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17020000J-000050-W9a;https://apiservice.mol.gov.tw/OdService/download/A17020000J-000050-46a,UTF-8;UTF-8;UTF-8;UTF-8,b01,"求學及進修: 係指各種學習、教育等相關資料集",學制別;領域;職類,勞動部勞動力發展署,每年,政府資料開放授權條款-第1版,,免費,"羅玉君 小姐",02-8995-6116,"2016/11/30 08:00","2018/07/27 15:22","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40307,105年度勞動力發展署委託或補助訓練單位辦訓成效之星等評鑑,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17020000J-000051-wQv;https://apiservice.mol.gov.tw/OdService/download/A17020000J-000051-1xE;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17020000J-000051-GDe;https://apiservice.mol.gov.tw/OdService/download/A17020000J-000051-JVG,UTF-8;UTF-8;UTF-8;UTF-8,b01,"求職及就業: 係指各種求職、勞工權益、職場保障等相關資料集",編號;訓練機構;縣市;立案地址;行政管理;訓練實施;訓練績效;總分;備註,勞動部勞動力發展署,每年,政府資料開放授權條款-第1版,,免費,"魏姿琦 小姐",02-8995-6104,"2016/11/29 08:00","2018/07/27 15:22","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40319,自願投保單位申請新投保開戶應檢附證件一覽表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020161-t0L;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020161-Qjj;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020161-CCD;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020161-wow,UTF-8;UTF-8;UTF-8;UTF-8,b01,自願投保單位申請新投保開戶應檢附證照影本,單位類別;應申報投保單位名稱;應附證明文件影本,勞動部勞工保險局,每日,政府資料開放授權條款-第1版,,免費,"陳世帆 先生",02-23961266#1648,"2016/11/29 08:00","2018/07/27 14:52","自願投保單位申請新投保開戶手續：1. 應填表格：（1） 勞保、健保、勞退3合1投保申請書2份(內填事業單位基本資料)。（2） 勞保、健保、勞退3合1加保申報表2份(內填投保勞工基本資料)。2. 應附證照影本：應檢附負責人（雇主）國民身分證（正背面）影本2份（負責人為外國人請檢附護照或居留證影本），並按單位類別分別檢附有關證明文件影本2份。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40320,投保單位基本資料變更應檢附證件一覽表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020162-VIh;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020162-F7Z;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020162-nyO;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020162-aX3,UTF-8;UTF-8;UTF-8;UTF-8,b01,投保單位辦理單位基本資料變更應檢附之相關證件,變更項目;應填書表;應檢附相關證件,勞動部勞工保險局,每日,政府資料開放授權條款-第1版,,免費,"陳世帆 先生",02-23961266#1648,"2016/11/29 08:00","2018/07/27 14:52","填具「投保單位變更事項申請書」注意事項： 1.需填寫保險證號、營利事業統一編號或非營利扣繳編號。 2.投保單位申請單位名稱、負責人或地址變更時需填寫變更前、後資料。 3.加蓋投保單位及負責人印章。 4.以自然人為主體之投保單位（如律師、會計師）不得辦理名稱及負責人變更，應辦理單位全體退保後，重新申請加保，如變更後自然人為合夥組織代表人可辦理變更。 5.負責人姓名、出生年月日、身分證號等資料需變更時，請比照「被保險人資料變更」方式辦理。 6.未強制參加勞保而僅參加就業保險的單位，應填寫「就業保險投保單位變更事項申請書」，並依上開規定檢附相關證件。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40322,非本國籍勞工加保應檢附相關證明文件一覽表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020163-flN;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020163-SkG;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020163-TdJ;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020163-vmo,UTF-8;UTF-8;UTF-8;UTF-8,b01,投保單位申報非本國籍勞工加保時應檢附之相關證明文件,非本國籍勞工分類;檢附相關證明文件,勞動部勞工保險局,每日,政府資料開放授權條款-第1版,,免費,"陳世帆 先生",02-23961266#1648,"2016/11/29 08:00","2018/07/27 14:52","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40324,保險費負擔比例一覽表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020164-XRg;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020164-9A8;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020164-PB1;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020164-3dI,UTF-8;UTF-8;UTF-8;UTF-8,b01,有關各項保險費被保險人、單位、政府等三方負擔比例一覽表,被保險人類別;保險費類別;被保險人負擔比例;投保單位負擔比例;政府負擔比例,勞動部勞工保險局,每日,政府資料開放授權條款-第1版,,免費,"陳世帆 先生",02-23961266#1648,"2016/11/29 08:00","2018/07/27 14:52","1.有一定雇主之被保險人會同時計收勞工保險費及就業保險費，又勞工保險費之計算係採普通事故保險費及職業災害保險費分別計算。 2.育嬰留職停薪繼續加保人員原由投保單位負擔部分之保險費由政府負擔。惟自92年1月1 日起，受僱政府單位之育嬰留職停薪繼續加保人員，投保單位應負擔之保險費仍由投保單位負擔。 3.依照行政院勞工委員會93年4月2日函示，自93年4月1日起外僱船員上岸侯船期間繼續加保被保險人不計收職業災害保險費。 4.96年2月9日後初次辦理職災勞工離職後續保人員，於初次加保生效之日起2年內，其保險費由被保險人負擔20%，政府專款負擔80%。2年後則由被保險人及專款各負擔50%。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40325,勞保年金預定入帳日,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000148-Xv4;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000148-g3f;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000148-nNW;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000148-CJm,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞保年金各給付年月預定入帳日期,給付年月;入帳日期,勞動部勞工保險局,每年,政府資料開放授權條款-第1版,,免費,"王澂霈 小姐",02-23961266#1468,"2016/11/29 08:00","2018/07/27 15:10","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40326,勞保局「個人網路申報及查詢作業」功能簡介,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000149-Fyd;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000149-s6J;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000149-Icq;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000149-MQF,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞保局服務功能簡介,序號;功能項目;作業細項;查詢試算細項;備註,勞動部勞工保險局,每半年,政府資料開放授權條款-第1版,,免費,"鄭依婷 小姐",02-23961266#2763,"2016/11/29 08:00","2018/08/07 14:59","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40327,勞保局服務事項,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000150-r4e;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000150-jye;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000150-yVQ;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000150-gKA,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞保局服務事項,"業務別;服務項目 ;應備書件 ;處理時間",勞動部勞工保險局,每日,政府資料開放授權條款-第1版,,免費,"陳媚婷 小姐",02-23961266#6904,"2016/11/29 08:00","2018/07/27 15:10","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40328,就業保險育嬰留職停薪津貼核付資料統計-按性別分,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000151-URR;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000151-T8K;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000151-rDV;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000151-zez,UTF-8;UTF-8;UTF-8;UTF-8,b01,就業保險育嬰留職停薪津貼核付資料之統計,年月;男性核付人數;男性核付件數;男性核付金額;女性核付人數;女性核付件數;女性核付金額,勞動部勞工保險局,每月,政府資料開放授權條款-第1版,,免費,"余佳玲 小姐",02-23961266#1460,"2016/11/29 08:00","2018/09/19 08:57","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
40360,舊制勞工退休基金會計月報,公共資訊,壓縮檔,https://apiservice.mol.gov.tw/OdService/download/A17030000J-000057-ge5,UTF-8,b01,舊制勞工退休基金會計月報,年度月份;科目名稱;自行運用;委託經營;合計;百分比,勞動部勞動基金運用局,每月,政府資料開放授權條款-第1版,,免費,"陳麗蓉 小姐",02-33435864,"2016/12/01 08:00","2018/09/17 11:13",
40361,新制勞工退休基金會計月報,公共資訊,壓縮檔,https://apiservice.mol.gov.tw/OdService/download/A17030000J-000058-iDg,UTF-8,b01,新制勞工退休基金會計月報,年度月份;科目名稱;合計;百分比,勞動部勞動基金運用局,每月,政府資料開放授權條款-第1版,,免費,"陳麗蓉 小姐",02-33435864,"2016/12/01 08:00","2018/09/17 11:18",
40389,勞動部年度研究報告清單,公共資訊,CSV;JSON;WEBSERVICES;XML;CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020165-6bd;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020165-vDC;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020165-pgZ;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020165-Bzf;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020165-wHf;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020165-499;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020165-vkN;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020165-HDH,UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8,b01,勞動部年度研究報告清單,計畫名稱;辦理單位;研究期程,勞動部,每年,政府資料開放授權條款-第1版,,免費,"劉玉茹 小姐",02-859028961,"2016/11/30 08:00","2018/07/27 14:52","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
